THING. · Hangout Prompt Library,,,,,,,,,,,,,,,,,,
Seed library for the first 4 Hangouts. 798 prompts total. Includes original THING. seeds plus Gemini variants. Hot tiers: Flirty / Bold / Spicy / KitKat. KitKat is a locked post-Spicy tier; unlock rule TBD. Adult-only with mutual consent and skip/lower-level controls.,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
ID,Hangout,Engine,Round Type,Level,Prompt EN,Prompt ES,Option A EN,Option A ES,Option B EN,Option B ES,Mood,Context,Intensity,Tags,Adult,Reveal Style,Notes,Status
HT-B-048,Hot,guess,prediction,Bold,Where is my favorite spot to be touched while receiving a long hug?,¿Cuál es mi lugar favorito para recibir caricias mientras nos abrazamos?,Back of the head / neck,Nuca / Cabello,Lower back / hips,Espalda baja / Caderas,warm,both,2,touch;hugs,TRUE,after_both_answer,Hug touch spot guess | Source: Gemini,Approved
HT-B-049,Hot,hot,choice,Bold,Challenge: Whispered confession of one physical feature you admire most about my body.,Reto: Susúrrame algo que admires de mi cuerpo.,Whisper now,Susurrar ahora,Pass turn,Pasar turno,flirty,same_place,2,compliments;body,TRUE,after_both_answer,Body feature whisper | Source: Gemini,Approved
HT-B-050,Hot,guess,prediction,Bold,What makes me lose my composure fastest during a kiss?,¿Qué me hace perder la compostura más rápido durante un beso?,A gentle soft lip bite,Un muelleo suave en el labio,A sudden firm pull closer,Un jalón firme hacia ti,cinematic,both,2,kisses;composure,TRUE,after_both_answer,Composure loss guess | Source: Gemini,Approved
HT-B-051,Hot,hot,choice,Bold,Would you rather explore an unfamiliar location together or stick to a familiar safe spot?,¿Prefieres explorar un lugar nuevo juntos o ir a un espacio seguro y conocido?,Unfamiliar location,Lugar nuevo,Familiar safe spot,Espacio conocido,warm,both,2,location;adventure,TRUE,after_both_answer,Location preference choice | Source: Gemini,Approved
HT-B-052,Hot,guess,prediction,Bold,What dynamic do I enjoy most in intense physical moments?,¿Qué dinámica disfruto más en momentos de mucha intensidad?,Taking charge with confidence,Tomar las riendas con seguridad,Matching energy step-by-step,Ir coordinando energía a la par,cinematic,both,2,dynamic;intimacy,TRUE,after_both_answer,Intense dynamic guess | Source: Gemini,Approved
HT-B-053,Hot,hot,choice,Bold,Mini Challenge: Trace the outline of my lips with your thumb without kissing me.,Mini Reto: Dibuja el contorno de mis labios con tu pulgar sin besarme.,Accept challenge,Aceptar reto,Pass,Pasar,flirty,same_place,2,touch;teasing,TRUE,after_both_answer,Lip trace challenge | Source: Gemini,Approved
HT-B-054,Hot,guess,prediction,Bold,How do I show that I am completely focused on you during an intimate moment?,¿Cómo demuestro que estoy 100% enfocado/a en ti en un momento íntimo?,Unbroken intense eye contact,Mirada fija constante,Continuous physical touch,Contacto físico ininterrumpido,warm,both,2,focus;connection,TRUE,after_both_answer,Focus style guess | Source: Gemini,Approved
HT-B-055,Hot,hot,choice,Bold,Truth: What is one personal preference or boundary you recently realized about yourself?,Verdad: ¿Qué preferencia o límite personal descubriste sobre ti hace poco?,Share truth,Compartir verdad,Pass,Pasar,clever,both,2,boundaries;self-awareness,TRUE,after_both_answer,Self discovery truth | Source: Gemini,Approved
HT-B-056,Hot,guess,prediction,Bold,What tone of voice influences my physical mood most?,¿Qué tono de voz influye más en mi estado físico?,Low deep calm tone,Tono grave y pausado,Breathy playful whisper,Susurro suave y risueño,cinematic,both,2,voice;senses,TRUE,after_both_answer,Voice tone influence guess | Source: Gemini,Approved
HT-B-057,Hot,hot,choice,Bold,Challenge: Give a slow kiss on the inner wrist for 5 seconds.,Reto: Da un beso lento de 5 segundos en la parte interna de mi muñeca.,Accept challenge,Aceptar reto,Pass,Pasar,flirty,same_place,2,kisses;touch,TRUE,after_both_answer,Inner wrist kiss | Source: Gemini,Approved
HT-B-058,Hot,guess,prediction,Bold,How do I prefer to transition from conversation into physical closeness?,¿Cómo prefiero pasar de la plática a la cercanía física?,Gradual step-by-step increases,Aumento gradual de caricias,A decisive clear movement,Un movimiento claro y decidido,clever,both,2,transition;pace,TRUE,after_both_answer,Transition pace guess | Source: Gemini,Approved
HT-B-059,Hot,hot,choice,Bold,Truth: Describe your ideal morning-after scenario in two sentences.,Verdad: Describe en dos oraciones tu mañana siguiente perfecta juntos.,Describe scenario,Describir escenario,Pass,Pasar,warm,both,2,morning;scenario,TRUE,after_both_answer,Morning scenario truth | Source: Gemini,Approved
HT-B-060,Hot,guess,prediction,Bold,Which touch sensation do I find most intoxicating?,¿Qué sensación al tacto me parece más envolvente?,Fingertips lightly tracing skin,Yemas rozando la piel suavemente,Firm warm palms holding tight,Manos firmes sujetando con fuerza,cinematic,both,2,touch;sensation,TRUE,after_both_answer,Intoxicating touch guess | Source: Gemini,Approved
HT-B-061,Hot,hot,choice,Bold,Challenge: Hold hands and lock fingers tightly for 30 seconds uninterrupted.,Reto: Entrelacen sus dedos con fuerza durante 30 segundos seguidos.,Accept challenge,Aceptar reto,Pass,Pasar,warm,same_place,2,touch;closeness,TRUE,after_both_answer,Interlocked hand hold | Source: Gemini,Approved
HT-B-062,Hot,guess,prediction,Bold,What is my current readiness for trying something unexpected tonight?,¿Cuál es mi nivel de disposición para probar algo inesperado hoy?,High and adventurous,Alto y aventurero/a,Cozy and familiar,Cómodo y conocido,flirty,both,2,readiness;boldness,TRUE,after_both_answer,Readiness rating guess | Source: Gemini,Approved
HT-B-063,Hot,hot,choice,Bold,Mini Challenge: Place your palm over my heart for 10 seconds and feel my pulse.,Mini Reto: Pon tu palma sobre mi pecho 10 segundos y siente mi pulso.,Accept challenge,Aceptar reto,Pass,Pasar,warm,same_place,2,touch;pulse,TRUE,after_both_answer,Heart pulse challenge | Source: Gemini,Approved
HT-B-064,Hot,guess,prediction,Bold,What type of physical reaction shows that I am genuinely enjoying a moment?,¿Qué reacción física demuestra que estoy disfrutando un momento?,A sudden deep breath,Una respiración profunda,Holding onto you tighter,Sujetarte con más fuerza,cinematic,both,2,reactions;enjoyment,TRUE,after_both_answer,Physical reaction guess | Source: Gemini,Approved
HT-B-065,Hot,hot,choice,Bold,Truth: Name one physical attribute of mine that catches your eye every single time.,Verdad: Nombra un atributo físico mío que te llame la atención siempre.,Name attribute,Nombrar atributo,Keep private,Guardar en secreto,flirty,both,2,compliments;attraction,TRUE,after_both_answer,Attribute truth prompt | Source: Gemini,Approved
HT-B-066,Hot,guess,prediction,Bold,What kind of environment makes me feel most physically relaxed?,¿Qué ambiente me hace sentir más relajado/a en lo físico?,A warm room with heavy blankets,Cuarto tibio con cobijas pesadas,Cool air with dim mood lighting,Aire fresco y luz tenue,warm,both,2,environment;comfort,TRUE,after_both_answer,Relaxed environment guess | Source: Gemini,Approved
HT-B-067,Hot,hot,choice,Bold,Challenge: Whispered confession of one secret fantasy you'd be open to exploring.,Reto: Susúrrame una fantasía que estarías dispuesto/a a probar.,Whisper fantasy,Susurrar fantasía,Pass and take penalty,Pasar y pagar penitencia,flirty,same_place,2,whisper;fantasies,TRUE,after_both_answer,Fantasy whisper challenge | Source: Gemini,Approved
HT-B-068,Hot,guess,prediction,Bold,How do I prefer to react if a kiss gets interrupted by something silly?,¿Cómo reacciono si un beso se interrumpe por algo tonto?,Laugh it off and restart,Me río y lo retomo,Use it to build more tension,Lo uso para generar más tensión,playful,both,2,reactions;kisses,TRUE,after_both_answer,Interrupted kiss guess | Source: Gemini,Approved
HT-B-069,Hot,hot,choice,Bold,Mini Challenge: Give a gentle 5-second shoulder press while looking into my eyes.,Mini Reto: Aprieta suavemente mis hombros 5 segundos viéndome a los ojos.,Do challenge,Hacer reto,Pass,Pasar,warm,same_place,2,touch;eyes,TRUE,after_both_answer,Shoulder press challenge | Source: Gemini,Approved
HT-B-070,Hot,guess,prediction,Bold,What aspect of intimacy matters most to me during a private encounter?,¿Qué aspecto importa más para mí durante un encuentro a solas?,Complete presence and attention,Presencia y atención total,Playful spontaneous energy,Energía juguetona y libre,warm,both,2,values;intimacy,TRUE,after_both_answer,Intimacy priority guess | Source: Gemini,Approved
SB-081,Same Brain,same_brain,choice,Standard,Cancel plans or pretend your phone died?,¿Cancelar planes de frente o fingir que se te murió el celular?,Cancel head-on,Cancelar de frente,Pretend no battery,Fingir sin batería,chaotic,both,1,lifestyle;habits;texting,FALSE,after_both_answer,Relatable social energy prompt | Source: Gemini,Draft
SB-082,Same Brain,same_brain,choice,Standard,Late night craving: salty crunch or pure sugar?,Antojo de medianoche: ¿salado crujiente o azúcar pura?,Salty crunch,Salado crujiente,Pure sugar,Azúcar pura,playful,both,1,food;habits,FALSE,after_both_answer,Quick decision food prompt | Source: Gemini,Draft
SB-083,Same Brain,same_brain,choice,Standard,Road trip: aux cord master or designated napper?,En road trip: ¿el DJ del viaje o el que se duerme?,Aux cord master,DJ del viaje,Designated napper,El que se duerme,warm,both,1,travel;lifestyle,FALSE,after_both_answer,Travel dynamic | Source: Gemini,Draft
SB-084,Same Brain,same_brain,choice,Standard,Watch a horror movie alone in the dark or never watch movies again?,¿Ver una peli de terror a oscuras solo/a o no ver pelis nunca más?,Horror alone,Terror a oscuras,No movies ever,Sin pelis jamás,cinematic,both,2,media;chaos,FALSE,after_both_answer,Mild extreme choice | Source: Gemini,Draft
SB-085,Same Brain,same_brain,choice,Standard,5-minute response time or 5 hours with zero explanation?,¿Contestar en 5 minutos o tardar 5 horas sin explicaciones?,Fast reply,Contestar rápido,Slow reply,Tardar horas,clever,both,1,texting;habits,FALSE,after_both_answer,Texting etiquette check | Source: Gemini,Draft
SB-086,Same Brain,same_brain,choice,Standard,Accidental double text or waiting three days to reply?,¿Double text por accidente o esperar 3 días para responder?,Double text,Double text,Wait 3 days,Esperar 3 días,awkward,both,1,texting;chaos,FALSE,after_both_answer,Texting dynamics | Source: Gemini,Draft
SB-087,Same Brain,same_brain,choice,Standard,Eat dinner at 6 PM or 11 PM?,¿Cenar a las 6 PM o a las 11 PM?,6 PM sharp,6 PM puntual,11 PM late,11 PM tarde,random,both,1,habits;food,FALSE,after_both_answer,Daily schedule preference | Source: Gemini,Draft
SB-088,Same Brain,same_brain,choice,Standard,Send a 3-minute voice message or write a full novel text?,¿Mandar nota de voz de 3 min o escribir una novela en texto?,3-min voice note,Nota de voz 3 min,Novel text,Texto largo,playful,both,1,texting;communication,FALSE,after_both_answer,Messaging style | Source: Gemini,Draft
SB-089,Same Brain,same_brain,choice,Standard,Spontaneous weekend trip with no plan or 6 months of detailed itinerary?,¿Viaje improvisado sin plan o 6 meses de itinerario detallado?,Zero plan,Sin plan alguno,Detailed itinerary,Itinerario detallado,clever,both,1,travel;lifestyle,FALSE,after_both_answer,Travel mindset | Source: Gemini,Draft
SB-090,Same Brain,same_brain,choice,Standard,Leave a party without saying goodbye or be the last person to leave?,¿Irte de una fiesta sin despedirte o ser el último en irte?,Irish exit,Irte sin avisar,Last one out,El último en irse,chaotic,both,1,lifestyle;habits,FALSE,after_both_answer,Party habits | Source: Gemini,Draft
SB-091,Same Brain,same_brain,choice,Standard,Iced coffee in freezing weather or hot soup on a boiling summer day?,¿Café frío bajo cero o sopa caliente a 40 grados?,Iced coffee in winter,Café frío bajo cero,Hot soup in summer,Sopa caliente en verano,slightly_weird,both,1,food;habits,FALSE,after_both_answer,Temperature preference | Source: Gemini,Draft
SB-092,Same Brain,same_brain,choice,Standard,Always be 15 minutes early or always 10 minutes late?,¿Llegar siempre 15 minutos antes o 10 minutos tarde?,15 min early,15 min antes,10 min late,10 min tarde,awkward,both,1,habits;lifestyle,FALSE,after_both_answer,Punctuality style | Source: Gemini,Draft
SB-093,Same Brain,same_brain,choice,Standard,Unpack your suitcase immediately after a trip or leave it for two weeks?,¿Desempacar la maleta al llegar o dejarla ahí 2 semanas?,Unpack right away,Desempacar de una,Leave it 2 weeks,Dejarla 2 semanas,warm,both,1,travel;habits,FALSE,after_both_answer,Post-travel habit | Source: Gemini,Draft
SB-094,Same Brain,same_brain,choice,Standard,Rewatch your favorite show for the 5th time or risk a new highly recommended show?,¿Rever tu serie favorita por 5ta vez o arriesgarte con una nueva?,Rewatch favorite,Rever favorita,Try new show,Probar serie nueva,cute,both,1,media;comfort,FALSE,after_both_answer,Comfort media preference | Source: Gemini,Draft
SB-095,Same Brain,same_brain,choice,Standard,Have 100 random read unread emails or 0 unread messages forever?,¿Tener 100 correos sin leer o inbox en 0 para siempre?,100 unread emails,100 sin leer,0 unread forever,Inbox en cero,random,both,1,habits;chaos,FALSE,after_both_answer,Digital organization | Source: Gemini,Draft
SB-096,Same Brain,same_brain,choice,Standard,Spicy food that makes you sweat or completely mild zero spice?,¿Comida picosa que te haga sudar o cero picante?,Super spicy,Super picoso,Zero spice,Cero picante,playful,both,1,food;comfort,FALSE,after_both_answer,Food taste tolerance | Source: Gemini,Draft
SB-097,Same Brain,same_brain,choice,Standard,Get stuck in an elevator for 2 hours with a stranger or get lost on a hike for 4 hours alone?,¿Atascado en un elevador 2 hrs con un extraño o perdido 4 hrs en el monte solo?,Elevator stranger,Elevador con extraño,Lost on hike,Perdido en el monte,hypothetical,both,2,chaos;lifestyle,FALSE,after_both_answer,Social vs isolation dilemma | Source: Gemini,Draft
SB-098,Same Brain,same_brain,choice,Standard,Always listen to music on shuffle or always listen to albums in order?,¿Escuchar música siempre en aleatorio o discos en orden estricto?,Always shuffle,Siempre aleatorio,Albums in order,Discos en orden,clever,both,1,media;habits,FALSE,after_both_answer,Music listening style | Source: Gemini,Draft
SB-099,Same Brain,same_brain,choice,Standard,Cold pizza for breakfast or hot soup for breakfast?,¿Pizza fría en el desayuno o sopa caliente recién levantado?,Cold pizza,Pizza fría,Hot soup,Sopa caliente,slightly_weird,both,1,food;habits,FALSE,after_both_answer,Breakfast food habits | Source: Gemini,Draft
SB-100,Same Brain,same_brain,choice,Standard,Have unlimited flight tickets or free meals everywhere for life?,¿Vuelos ilimitados gratis o comida gratis de por vida?,Free flights,Vuelos gratis,Free food,Comida gratis,warm,both,1,hypothetical;lifestyle,FALSE,after_both_answer,Ultimate perk choice | Source: Gemini,Draft
SB-101,Same Brain,same_brain,choice,Standard,Read the ending of a book first or strictly avoid all spoilers?,¿Leer el final de un libro primero o evitar spoilers a toda costa?,Read ending first,Leer final primero,Zero spoilers,Cero spoilers,awkward,both,1,media;habits,FALSE,after_both_answer,Spoiler tolerance | Source: Gemini,Draft
SB-102,Same Brain,same_brain,choice,Standard,Accidentally like an old Instagram photo from 3 years ago or send a text to the wrong group?,¿Dar like por error a foto de hace 3 años o mandar msj al grupo equivocado?,Old photo like,Like a foto vieja,Wrong group text,Mensaje a grupo equivocado,chaotic,both,1,texting;chaos,FALSE,after_both_answer,Digital embarrassment | Source: Gemini,Draft
SB-103,Same Brain,same_brain,choice,Standard,Live in a cozy tiny cabin in the woods or a modern high-rise in a busy city?,¿Cabaña acogedora en el bosque o departamento en el centro de la ciudad?,Tiny forest cabin,Cabaña en bosque,City high-rise,Depa en ciudad,cinematic,both,1,lifestyle;comfort,FALSE,after_both_answer,Living preference | Source: Gemini,Draft
SB-104,Same Brain,same_brain,choice,Standard,Go out dancing until 4 AM or stay in with board games and snacks?,¿Salir a bailar hasta las 4 AM o quedarse jugando juegos de mesa?,Dance till 4 AM,Bailar hasta 4 AM,Games and snacks,Juegos y snacks,playful,both,1,lifestyle;comfort,FALSE,after_both_answer,Night vibe choice | Source: Gemini,Draft
SB-105,Same Brain,same_brain,choice,Standard,Wear socks to sleep or bare feet no matter how cold?,¿Usar calcetines para dormir o descalzo sin importar el frío?,Socks on,Con calcetines,Bare feet,Descalzo,random,both,1,habits;comfort,FALSE,after_both_answer,Sleep comfort habit | Source: Gemini,Draft
SB-106,Same Brain,same_brain,choice,Standard,Have a fully private personal chef or a personal driver everywhere?,¿Tener chef privado personal o chofer privado a todos lados?,Personal chef,Chef privado,Personal driver,Chofer privado,clever,both,1,lifestyle;comfort,FALSE,after_both_answer,Luxury preference | Source: Gemini,Draft
SB-107,Same Brain,same_brain,choice,Standard,Spill coffee on white shirt right before a meeting or rip your pants mildly in public?,¿Mancharte café en camisa blanca o que se te rasgue el pantalón en público?,Coffee spill,Mancha de café,Ripped pants,Pantalón rasgado,awkward,both,2,chaos;habits,FALSE,after_both_answer,Public fail choice | Source: Gemini,Draft
SB-108,Same Brain,same_brain,choice,Standard,Always watch movies with subtitles on or strictly subtitles off?,¿Ver pelis siempre con subtítulos o estrictamente sin subtítulos?,Subtitles ON,Subtítulos ON,Subtitles OFF,Subtítulos OFF,warm,both,1,media;habits,FALSE,after_both_answer,Viewing preferences | Source: Gemini,Draft
SB-109,Same Brain,same_brain,choice,Standard,Order one huge dish to share or multiple small plates for the table?,¿Pedir un plato grande para compartir o muchos platillos al centro?,One big dish,Un plato grande,Small plates,Muchos platillos,cute,both,1,food;lifestyle,FALSE,after_both_answer,Dining style | Source: Gemini,Draft
SB-110,Same Brain,same_brain,choice,Standard,Never use emojis again or never use punctuation again in texts?,¿No usar emojis nunca más o no usar signos de puntuación jamás?,No emojis,Sin emojis,No punctuation,Sin puntuación,playful,both,1,texting;communication,FALSE,after_both_answer,Texting rules | Source: Gemini,Draft
SB-111,Same Brain,same_brain,choice,Standard,Spend a rainy Sunday reading/watching movies or doing a deep house clean?,¿Domingo lluvioso leyendo/viendo pelis o limpiando la casa a fondo?,Read and relax,Pelís y relax,Deep clean,Limpieza profunda,warm,both,1,lifestyle;comfort,FALSE,after_both_answer,Rainy day vibe | Source: Gemini,Draft
SB-112,Same Brain,same_brain,choice,Standard,Have the power to pause time or rewind time by 5 minutes?,¿Poder pausar el tiempo o rebobinar 5 minutos atrás?,Pause time,Pausar tiempo,Rewind 5 mins,Rebobinar 5 min,cinematic,both,1,hypothetical;chaos,FALSE,after_both_answer,Superpower preference | Source: Gemini,Draft
SB-113,Same Brain,same_brain,choice,Standard,Sweet popcorn or salted butter popcorn at the cinema?,¿Palomitas dulces o de mantequilla salada en el cine?,Sweet popcorn,Palomitas dulces,Salted butter,Mantequilla salada,playful,both,1,food;media,FALSE,after_both_answer,Movie snack classic | Source: Gemini,Draft
SB-114,Same Brain,same_brain,choice,Standard,Always speak your mind instantly or think about it for 3 days first?,¿Decir lo que piensas al instante o meditarlo 3 días antes?,Speak instantly,Decir al instante,Think 3 days,Meditar 3 días,clever,both,1,habits;communication,FALSE,after_both_answer,Expression style | Source: Gemini,Draft
SB-115,Same Brain,same_brain,choice,Standard,Walk through an art gallery in complete silence or listen to a podcast while walking?,¿Recorrer una galería en silencio o escuchando un podcast?,Total silence,Silencio total,With podcast,Con podcast,warm,both,1,lifestyle;media,FALSE,after_both_answer,Culture walking vibe | Source: Gemini,Draft
SB-116,Same Brain,same_brain,choice,Standard,Forget someone's name immediately after meeting or forget where you parked?,¿Olvidar el nombre de alguien al saludarlo o olvidar dónde te estacionaste?,Forget name,Olvidar nombre,Forget parking,Olvidar estacionamiento,awkward,both,1,habits;chaos,FALSE,after_both_answer,Memory fail scenario | Source: Gemini,Draft
SB-117,Same Brain,same_brain,choice,Standard,Have a perfectly planned routine or total chaos every day?,¿Rutina perfectamente planeada o caos total todos los días?,Strict routine,Rutina estricta,Total chaos,Caos total,chaotic,both,1,lifestyle;habits,FALSE,after_both_answer,Life structure choice | Source: Gemini,Draft
SB-118,Same Brain,same_brain,choice,Standard,Eat dessert before the main meal or strictly after?,¿Comer el postre antes del plato fuerte o estrictamente al final?,Dessert first,Postre primero,Dessert last,Postre al final,cute,both,1,food;habits,FALSE,after_both_answer,Dining sequence | Source: Gemini,Draft
SB-119,Same Brain,same_brain,choice,Standard,Sleep with one leg out of the blanket or fully tucked in like a burrito?,¿Dormir con una pierna fuera de la cobija o envuelto como burrito?,One leg out,Una pierna fuera,Full burrito,Envuelto completo,slightly_weird,both,1,comfort;habits,FALSE,after_both_answer,Sleeping posture | Source: Gemini,Draft
SB-120,Same Brain,same_brain,choice,Standard,Trip over nothing in public or get food stuck in your teeth all day?,¿Tropezarte con la nada en público o tener algo en los dientes todo el día?,Trip in public,Tropezar en público,Food in teeth,Algo en los dientes,awkward,both,1,chaos;habits,FALSE,after_both_answer,Awkward moment choice | Source: Gemini,Draft
SB-121,Same Brain,same_brain,choice,Standard,Beach vacation with sun and ocean or mountain cabin with snow and fireplace?,¿Vacaciones en playa y mar o cabaña en la montaña con nieve?,Beach and sun,Playa y sol,Snowy mountain,Montaña y nieve,cinematic,both,1,travel;lifestyle,FALSE,after_both_answer,Vacation setting | Source: Gemini,Draft
SB-122,Same Brain,same_brain,choice,Standard,Sing out loud in the car with windows down or listen silently to a deep podcast?,¿Cantar a todo volumen en el coche o escuchar un podcast concentrado?,Sing out loud,Cantar a todo volumen,Listen podcast,Escuchar podcast,playful,both,1,travel;media,FALSE,after_both_answer,Car ride energy | Source: Gemini,Draft
SB-123,Same Brain,same_brain,choice,Standard,Always pay with card/phone or always keep physical cash?,¿Pagar siempre con tarjeta/celular o traer efectivo físico?,Card/Phone,Tarjeta/Celular,Physical cash,Efectivo físico,random,both,1,habits;lifestyle,FALSE,after_both_answer,Payment preference | Source: Gemini,Draft
SB-124,Same Brain,same_brain,choice,Standard,Eat at a brand new experimental restaurant or your favorite neighborhood spot?,¿Probar un restaurante experimental nuevo o tu lugar confiable de siempre?,New spot,Lugar nuevo,Trusted favorite,Favorito de siempre,warm,both,1,food;lifestyle,FALSE,after_both_answer,Dining adventure level | Source: Gemini,Draft
SB-125,Same Brain,same_brain,choice,Standard,Never use air conditioning again or never use heating again?,¿No volver a usar aire acondicionado jamás o no usar calefacción nunca?,No aircon,Sin aire acondicionado,No heating,Sin calefacción,random,both,1,comfort;habits,FALSE,after_both_answer,Climate comfort choice | Source: Gemini,Draft
SB-126,Same Brain,same_brain,choice,Standard,Text someone immediately when you think of them or wait until you have a real reason?,¿Escribirle a alguien en cuanto te acuerdas o esperar a tener una razón?,Text immediately,Escribir de una,Wait for reason,Esperar motivo,cute,both,1,texting;attraction,FALSE,after_both_answer,Impulsive messaging | Source: Gemini,Draft
SB-127,Same Brain,same_brain,choice,Standard,Go to a concert with front row standing tickets or balcony seated tickets?,¿Ir a un concierto de pie en primera fila o sentado en balcón?,Front row standing,Primera fila de pie,Balcony seated,Balcón sentado,clever,both,1,media;lifestyle,FALSE,after_both_answer,Concert experience | Source: Gemini,Draft
SB-128,Same Brain,same_brain,choice,Standard,Have your phone battery at 5% all day or no internet access for 24 hours?,¿Traer la batería al 5% todo el día o estar 24 horas sin internet?,5% battery,Batería al 5%,No internet,Sin internet 24h,chaotic,both,1,habits;chaos,FALSE,after_both_answer,Tech stress choice | Source: Gemini,Draft
SB-129,Same Brain,same_brain,choice,Standard,Overcook a fancy meal or burn simple toast?,¿Arruinar por cocción una cena elegante o quemar un pan tostado?,Overcook fancy meal,Arruinar cena elegante,Burn toast,Quemar pan tostado,awkward,both,1,food;chaos,FALSE,after_both_answer,Kitchen fail preference | Source: Gemini,Draft
SB-130,Same Brain,same_brain,choice,Standard,Listen to one single song on repeat for a week or no music at all for a month?,¿Escuchar una sola canción en bucle una semana o cero música un mes?,One song repeat,Una canción en bucle,No music a month,Cero música un mes,playful,both,1,media;habits,FALSE,after_both_answer,Music obsession | Source: Gemini,Draft
SB-131,Same Brain,same_brain,choice,Standard,Receive a surprise gift or pick your exact gift yourself?,¿Recibir un regalo sorpresa o elegir tú mismo/a el regalo exacto?,Surprise gift,Regalo sorpresa,Pick myself,Elegirlo yo,warm,both,1,comfort;lifestyle,FALSE,after_both_answer,Gift receiving style | Source: Gemini,Draft
SB-132,Same Brain,same_brain,choice,Standard,Take a 20-minute power nap or power through with an extra espresso?,¿Siesta de 20 minutos o aguantar con un espresso extra?,20-min power nap,Siesta de 20 min,Extra espresso,Espresso extra,clever,both,1,habits;comfort,FALSE,after_both_answer,Energy reset choice | Source: Gemini,Draft
SB-133,Same Brain,same_brain,choice,Standard,Wear oversized comfortable clothes everywhere or sharp stylish fitted outfits?,¿Ropa oversized cómoda a todos lados o ropa ajustada y elegante?,Oversized comfort,Oversized cómodo,Fitted stylish,Ajustado y elegante,cute,both,1,lifestyle;comfort,FALSE,after_both_answer,Fashion priority | Source: Gemini,Draft
SB-134,Same Brain,same_brain,choice,Standard,Spill a secret by mistake or keep a mystery to yourself forever?,¿Soltar un secreto por error o guardarte un misterio para siempre?,Spill by mistake,Soltar por error,Keep mystery,Guardar para siempre,chaotic,both,1,chaos;communication,FALSE,after_both_answer,Secret keeping dynamic | Source: Gemini,Draft
SB-135,Same Brain,same_brain,choice,Standard,Window seat or aisle seat on a 10-hour flight?,¿Asiento de ventana o pasillo en un vuelo de 10 horas?,Window seat,Ventana,Aisle seat,Pasillo,random,both,1,travel;habits,FALSE,after_both_answer,Plane seat debate | Source: Gemini,Draft
SB-136,Same Brain,same_brain,choice,Standard,Always leave food on your plate or finish every single crumb?,¿Dejar siempre un bocado en el plato o terminártelo todo por completo?,Leave a bit,Dejar un poco,Finish all,Terminar todo,slightly_weird,both,1,food;habits,FALSE,after_both_answer,Eating habits | Source: Gemini,Draft
SB-137,Same Brain,same_brain,choice,Standard,Do workout sessions early at 6 AM or late night at 10 PM?,¿Entrenar en la mañana a las 6 AM o en la noche a las 10 PM?,6 AM workout,Entrenar 6 AM,10 PM workout,Entrenar 10 PM,clever,both,1,habits;lifestyle,FALSE,after_both_answer,Workout routine time | Source: Gemini,Draft
SB-138,Same Brain,same_brain,choice,Standard,Have your main superpower be flying or invisibility?,¿Preferiría volar o ser invisible?,Flying,Volar,Invisibility,Invisibilidad,cinematic,both,1,hypothetical;lifestyle,FALSE,after_both_answer,Superpower decision | Source: Gemini,Draft
SB-139,Same Brain,same_brain,choice,Standard,Accidentally call your boss 'mom/dad' or call your friend by your ex's name?,¿Decirle 'mamá/papá' a tu jefe o confundir a tu amigo con el nombre de tu ex?,Call boss mom/dad,Decirle mamá/papá al jefe,Ex name slip,Nombre de tu ex,awkward,both,2,chaos;awkward,FALSE,after_both_answer,Slip of the tongue scenario | Source: Gemini,Draft
SB-140,Same Brain,same_brain,choice,Standard,Eat breakfast for dinner or dinner meals for breakfast?,¿Cenar comida de desayuno o desayunar comida de cena?,Breakfast for dinner,Desayuno de cena,Dinner for breakfast,Cena de desayuno,playful,both,1,food;lifestyle,FALSE,after_both_answer,Meal reversal preference | Source: Gemini,Draft
SB-141,Same Brain,same_brain,choice,Standard,Have 5 really close friends or 50 friendly acquaintances?,¿Tener 5 amigos muy cercanos o 50 conocidos amigables?,5 close friends,5 amigos cercanos,50 acquaintances,50 conocidos,warm,both,1,lifestyle;comfort,FALSE,after_both_answer,Social circle style | Source: Gemini,Draft
SB-142,Same Brain,same_brain,choice,Standard,Watch a movie in silence or make commentary through the whole film?,¿Ver una película en silencio total o comentar toda la película?,Total silence,Silencio total,Live commentary,Comentar en vivo,clever,both,1,media;habits,FALSE,after_both_answer,Movie watching habit | Source: Gemini,Draft
SB-143,Same Brain,same_brain,choice,Standard,Always wear sneakers or always wear boots?,¿Usar siempre tenis o usar siempre botas?,Always sneakers,Siempre tenis,Always boots,Siempre botas,random,both,1,lifestyle;comfort,FALSE,after_both_answer,Footwear staple | Source: Gemini,Draft
SB-144,Same Brain,same_brain,choice,Standard,Be forced to whisper for a week or be forced to shout everything for a day?,¿Tener que susurrar una semana o tener que gritar todo por un día?,Whisper a week,Susurrar 1 semana,Shout one day,Gritar 1 día,chaotic,both,1,hypothetical;chaos,FALSE,after_both_answer,Vocal volume constraint | Source: Gemini,Draft
SB-145,Same Brain,same_brain,choice,Standard,Cook a 3-course dinner from scratch or order takeaway from 3 different places?,¿Cocinar una cena de 3 tiempos o pedir comida a domicilio de 3 lugares?,Cook scratch,Cocinar de cero,Order takeaway,Pedir domicilio,cute,both,1,food;lifestyle,FALSE,after_both_answer,Dinner effort level | Source: Gemini,Draft
